Omega_saavedraa_mean,theta_saavedra_mean,feasibility_saavedra_mean,proportion_mean,area_mean,area_alone_mean,distance_mean,feasibility_mean,outcome_mean,R_mean,convex_mean,detection_mean,Omega_saavedra,theta_saavedra,feasibility_saavedra,proportion,area,area_alone,distance,feasibility,outcome,Radius,convex,detection,r1,r2,alpha11,alpha21,alpha12,alpha22,vero_model,trcy_model,environment
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.5632616794448425,8.976729716885202,1,0.5135781109905782,85170.69247212666,165837.8553319792,0.9330216815715229,1,both,726.9412142082821,0,1,5.946950582682558,26.913921127804855,0.040422777360314126,0.0605243989664617,0.012069741890104974,0.07505685556132631,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.48378378398100763,4.283639369788552,1,0.6322472240964604,75738.41129369731,119792.39830105145,3.182849219173349,1,both,682.4882879504621,0,1,3.487472943594021,27.610348190076003,0.02934503528209568,0.059494831516175926,-0.004291962098963414,0.07468398220515167,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-1.0851159055365582,1.7805537198106642,1,0.510401437688779,24887.89699207878,48761.416317276045,0.8928507549149742,1,both,694.0742626731752,0,1,4.709473996716781,30.426224259794395,0.013988048502533502,0.07390829218435666,0.003698424990630448,0.06377522875982927,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-2.333061692212676,3.6312762827859104,0,0.05391302245844281,1591.1016405368405,29512.3806453866,-1.7878624871599658,0,vero,730.2951340537167,0,1,4.76546231374616,28.821120429887987,0.008703793867786592,0.08328056830653958,0.006026085747268476,0.062033814874986604,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.9919285466983215,2.300332997199706,1,0.5362281444794488,30173.975197502714,56270.77860076616,0.9159518168866931,1,both,749.7066768298145,0,1,4.413460651293125,29.527999155422208,0.011765589244640539,0.06176535721340196,0.0024687404089339697,0.08749879759491602,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.43504640621197244,10.46240383962972,1,0.71666159531854845,186784.91707060608,260631.96115257463,3.2030361715372258,1,both,880.2474223346704,0,1,5.794218125088332,32.489104620853695,0.06825835502321749,0.09025256944439801,0.004944215548056715,0.06985615812168718,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.48960041865215553,8.567252479665482,1,0.7174971725402964,149209.79983436575,207958.7286819388,2.3726752350359845,1,both,836.44614692254,0,1,5.226391621689222,32.562876835483,0.055467598028901555,0.0878745763442614,0.0037273052371138366,0.06859155320264604,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.5591733946566898,9.85304649955447,1,0.5552668329816081,104819.34893625612,188772.93349831327,1.1335523702527697,1,both,785.4536139339533,0,1,6.086227802021852,33.16812612337825,0.04508060932860581,0.07030504592386742,0.01053955757615084,0.07660952863959557,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.5803924438136968,7.437476281206512,1,0.558036036356047,58272.18711922927,104423.69904951715,1.3205809173276255,1,both,600.1632835730728,0,1,5.9027969966544065,28.726227043118296,0.03281431838541535,0.054883582765671936,0.007379332898232452,0.05821950770694522,Beverton-Holt,Beverton-Holt,open
-0.544466448225802,11.282145941643234,1,0.5711433920638144,86002.30401751312,150579.18066204994,0.05532145148981149,TRUE,both,680.1485735344352,0,1,-0.67580002038638,15.519859281900374,0,0.44855711090941114,77238.30929599906,172192.80982839622,-4.28447418688846,0,trcy,753.6868562860794,0,1,5.506277055191333,30.326474428760765,0.05134104202234358,0.07250094753353271,0.017963243915982193,0.06135969285084059,Beverton-Holt,Beverton-Holt,open
